tweet_id,clean_tweet,user_id,lat,long,city,country,state,state_code,political_label,label_score,stance
1.3174855600223027e+18,you are doing the work you told the voters you would do if elected thank you it finally feels like we are no longer going backwards there are still those hurt during the gop reign of oppression trump cops set up criminalized jailed probation for cannabis in mass numbers,281041461.0,37.1232245,-78.4927721,,United States of America,Virginia,VA,Police Reform,0.4703910946846008,Neutral
1.3175009423888753e+18,trump and the republicans want to take away workers collective bargaining rights especially those of public employees including police officers they want to eliminate their unions so why does the police union endorse trump,7.880753558567731e+17,32.6915199,-117.1766947,,United States of America,California,CA,Police Reform,0.7054100036621094,Weakly Supports
1.3175107502613586e+18,police are cutting ties with domestic violence programs that ask them to stop killing black people this is todays gop trump gop maga election2020 voteblue2020 rememberinnovember votethemallout vote blue,4132841.0,29.9978185,-83.2221527,,United States of America,Florida,FL,Police Reform,0.518968939781189,Neutral
1.3175895414993592e+18,for all of trumps supposed affection for police lawenforcement amp firstresponders i have to think s detail is not grateful for what he is doing at muskegonrally,453332373.0,41.875561600000005,-87.6244212,Chicago,United States of America,Illinois,IL,Police Reform,0.4821568429470062,Weakly Supports
1.317592252903002e+18,icecube wont be working with trump when hes not president anymore can we focus on getting this guy outta office rather than turning on the guy who coined f the police please,1278342054.0,29.4246002,-98.4951405,San Antonio,United States of America,Texas,TX,Police Reform,0.5620332360267639,Weakly Opposes
1.3175977857476485e+18,is stiffing police departments claims he supports law amp order tcot maga pjnet trumptrain trump kag2020 maga2020 election conservative conservatives,17111550.0,40.301646000000005,-79.53735400000001,,United States of America,Pennsylvania,PA,Police Reform,0.5725675821304321,Neutral
1.3176172148962386e+18,thugs terrorists trump proudboytrump these people need be arrested defundthepolice if they cannot do the job with equality blm votehimout2020 vote,225334194.0,40.44062,-79.99589,,United States of America,Pennsylvania,PA,Police Reform,0.4012171030044555,Neutral
1.3176466250414285e+18,has more money in his plan for police amp trump defunded them by taking 400 million out of the budget that supported police do your research donthecon is playing u like a fiddle liarinchief gop must pay for killing 220k americans with covid19,2975657986.0,40.2253569,-82.6881395,,United States of America,Ohio,OH,Police Reform,0.6736960411071777,Neutral
1.3178544398190633e+18,i always need a cold compress for my head after hearing anyone in trump inner circle talk trump wants to get rid of fbi after months of belittling folks who said defund police which only means take some of the money thats given to cops and put it into communities,2841995099.0,28.5421109,-81.3790304,Orlando,United States of America,Florida,FL,Police Reform,0.6066876649856567,Weakly Supports
1.317880788260692e+18,blackpoliceofficers break from policeunions over trump endorsements,1.146493332182487e+18,40.7127281,-74.0060152,New York,United States of America,New York,NY,Police Reform,0.5078175067901611,Weakly Supports
1.317900997252055e+18,you are doing best for the communities that need help most party lines dont matter action does good on you for staying true icecube blacklivesmatter trump trump2020landslide policereform maga2020 maga trending btcm,8.247649433124413e+17,39.8211225,-105.220743,Arvada,United States of America,Colorado,CO,Police Reform,0.7344390153884888,Neutral
1.3179370700699443e+18,blacklivesmatter blackpoliceofficers break from unions over trump endorsements,2183291336.0,41.875561600000005,-87.6244212,Chicago,United States of America,Illinois,IL,Police Reform,0.5098123550415039,Weakly Supports
1.3179749007375278e+18,any real officer would break from trump he has taken over 400 million in funding away since elected fact joe bidens plan has far more to put into police quit buying foxnews propaganda and kind the true facts,2975657986.0,40.2253569,-82.6881395,,United States of America,Ohio,OH,Police Reform,0.6939796805381775,Neutral
1.3179817818748475e+18,mynameis kamala harris and we need to end police brutality today vote trump out,4700374074.0,40.7896239,-73.9598939,New York,United States of America,New York,NY,Police Reform,0.5281499624252319,Neutral
1.318023313751421e+18,buharimustgo restructurenigeria revolution buhariresign endpolicebrutalityinnigerianow endsars newnigeria cnn foxnews whitehouse donaldtrump europeanunion humanrights,7.40817645981868e+17,40.7127281,-74.0060152,New York,United States of America,New York,NY,Police Reform,0.8899132609367371,Neutral
1.3180384703302615e+18,blacktechtwitter police officers refuse to obey racist police unions support for trump blm policereform trumpisnotamerica,9.181861456026828e+17,36.7014631,-118.7559974,,United States of America,California,CA,Police Reform,0.8144974112510681,Neutral
1.3181824914973696e+18,secretservice thinblueline usa flag lapel pin police officer president trump whitehouse donaldtrump potus potus45 politics political collectible collectibles republican republicans washingtondc usa patriot,1.1015794840823848e+18,40.2695538,-74.5232089,,United States of America,New Jersey,NJ,Police Reform,0.4738220870494842,Neutral
1.3182237748782572e+18,you were asked if you hired 60 new psws over the summer a yes or no answer would suffice instead you chose the trump school of rhetoric amp blah blah blah to avoid answering the and ran out of the media scrum be accountable amp step up to the plate,4729232062.0,36.60061470000001,-89.6423022,,United States of America,Missouri,MO,Police Reform,0.5802736282348633,Weakly Supports
1.3182623793024532e+18,nothing will change unless we take charge and make sure we get what we want or it will be a never ending cycle of problems blm reformpolice presidentialdebate2020 trump biden freedom,3178914270.0,36.7014631,-118.7559974,,United States of America,California,CA,Police Reform,0.7547550201416016,Neutral
1.3182670413721436e+18,blacklivesmatter blm georgefloyd love justiceforgeorgefloyd black blackgirlmagic nojusticenopeace justice racism explorepage blackexcellence covid protest blackouttuesday art icantbreathe repost policebrutality equality trump blackpower alivesmatter,40011086.0,35.1490215,-90.0516285,Memphis,United States of America,Tennessee,TN,Police Reform,0.401905208826065,Neutral
1.3183314812199854e+18,hardesty and supporters of police accountability measure criticize police in press conference portland orpol pdx portlandpolice sarahiannarone multcoso tedwheeler blm doj trump biden,305318642.0,45.5202471,-122.6741949,Portland,United States of America,Oregon,OR,Police Reform,0.8054283261299133,Weakly Supports
1.3183714689384448e+18,portland commissioner hardesty and supporters of police accountability measure criticize police in press conference portland orpol pdx portlandpolice sarahiannarone multcoso tedwheeler blm doj trump biden,305318642.0,45.5202471,-122.6741949,Portland,United States of America,Oregon,OR,Police Reform,0.858642041683197,Neutral
1.3183790424170906e+18,voted today for america for police for life for babies for law and order for my beliefs for trump trump2020 trump2020landslidevictory redwave prolife usa maga,91606737.0,32.7762719,-96.7968559,Dallas,United States of America,Texas,TX,Police Reform,0.4546974599361419,Neutral
1.318381491911598e+18,love all these black billionaires like ice cube and 50 cent supporting trumpthey dont give a about police brutality of minorities or black lives mattertheyre just greedy and entitled,218701194.0,36.1622296,-86.7743531,Nashville,United States of America,Tennessee,TN,Police Reform,0.4688941538333893,Weakly Supports
1.3185277523881574e+18,sympathy for the liberal 3 all the police defunders and the police dismantlers will certainly vote for can you guess his name he would be pleased to meet them and introduce himself then take their votes thats the nature of your game trump biden election,7.264150795168522e+17,28.6122187,-80.8075538,,United States of America,Florida,FL,Police Reform,0.6922646760940552,Weakly Supports
1.318530369365463e+18,if trump wasnt a racist and actually wanted to fix police brutality and the violence in america a lot of ppl would view him different and it would be a whole different election but hes way to ignorant and wrong to do that so get him outta there,9.989863307251098e+17,39.5162234,-76.9382069,,United States of America,Maryland,MD,Police Reform,0.8654773831367493,Weakly Supports
1.318599912330756e+18,fascist miami stormtroopers boosting fascist trump the needs to fire officer ubeda immediately amp we the people need to significantly defundthepolice or abolishthepolice amp start over because this is state intimidation amp threat or we as citizens can arm ourselves,409693411.0,40.2253569,-82.6881395,,United States of America,Ohio,OH,Police Reform,0.422468900680542,Weakly Supports
1.318617204296921e+18,trump wants to defund the guys who police ppl like him the very wealthy who is anti law and order now our intelligence agencies do more than well ever know to protect our freedoms from ppl like little dj seeking to abuse their power amp position votehimout bidenharris,18938446.0,27.7567667,-81.4639835,,United States of America,Florida,FL,Police Reform,0.6900604367256165,Strongly Opposes
1.318626861187027e+18,what more can i say i weep for my country nigeria you will regret eva doing this endpolicebrutalityinnigeranow stopkillings unesco donaldtrump thisiswhyweprotest,1.0459659347987538e+18,36.1672559,-115.1485163,Las Vegas,United States of America,Nevada,NV,Police Reform,0.4403562247753143,Neutral
1.3186334288923156e+18,ser amigui que si gana donaldtrump la presidencia de usa iniciar el fin de los tiempos patrobertson,89059906.0,34.0536909,-118.242766,Los Angeles,United States of America,California,CA,Police Reform,0.4244696199893951,Weakly Opposes
1.3187229126444524e+18,trumps commission was considering recommendations that could transform this nation into a dystopian policestate a more equitable system of policing can be built only when the police are worthy of trust not fear,1956754434.0,25.9812025,-80.148379,,United States of America,Florida,FL,Police Reform,0.7637174725532532,Neutral
1.3187330498492785e+18,mayor giuliani just turned in hunters laptop into the police tick tock trump walkaway,1.252348532138246e+18,36.7014631,-118.7559974,,United States of America,California,CA,Police Reform,0.4212668240070343,Neutral
1.3187400533094646e+18,miamipolice officerubeda is actually violating the law by wearing donaldtrump campaign gear while on the job in uniform danielubeda needs to be terminated the miami police arent being transparent about how theyre handling thisa persuasive argument to defundthepolice,40717489.0,40.7127281,-74.0060152,New York,United States of America,New York,NY,Police Reform,0.4741831719875335,Neutral
1.3187402588513485e+18,miamipolice officerubeda is actually violating the law by wearing donaldtrump campaign gear while on the job in uniform danielubeda needs to be terminated the miami police arent being transparent about how theyre handling thisa persuasive argument to defundthepolice,40717489.0,40.7127281,-74.0060152,New York,United States of America,New York,NY,Police Reform,0.4741831719875335,Neutral
1.3188089196748595e+18,this is what a country gained after 60 years of being independent people died everyday in the streets of nigeria and nothing has been done about it we need help unitednationshelpnigeria donaldtrump endsarsnow endpolicebrutality,1.2994318204596756e+18,25.109291,-80.42401600000001,,United States of America,Florida,FL,Police Reform,0.4671838581562042,Neutral
1.3188887139135365e+18,sympathy for the liberal 3 all the police defunders and the police dismantlers will certainly vote for can you guess his name he would be pleased to meet them and introduce himself then take their votes thats the nature of your game trump biden election,7.264150795168522e+17,28.6122187,-80.8075538,,United States of America,Florida,FL,Police Reform,0.6922646760940552,Weakly Supports
1.318936383717806e+18,yale u prof philip atiba goff rightly warns of the dystopian policing that a reelected donaldtrump would supercharge but joebiden wants to increase funding for the police instead of joining the campaign to defundthepolice as he should be doing,40717489.0,40.7127281,-74.0060152,New York,United States of America,New York,NY,Police Reform,0.8140515089035034,Neutral
1.3189438618807828e+18,this is the response from the fraternal order of police in miami regarding the cityofmiami police officer that was wearing a donaldtrump face mask while in uniform at a polling location fireofficerubeda danielubeda votersuppression vote voterintimidation policereform,70444945.0,27.7567667,-81.4639835,,United States of America,Florida,FL,Police Reform,0.7303357124328613,Neutral
1.3189567681735926e+18,having a nonpartisan police and military is one of the hallmarks of a functioning democracy is donaldtrump really a good reason to change that,783086442.0,36.7014631,-118.7559974,,United States of America,California,CA,Police Reform,0.6427904963493347,Neutral
1.3189878177379983e+18,poll biden pulls ahead of trump on handling of economy will handle everything better than trump covid19 economy stockmarket healthcare racerelations policereform joe is the potus we need onev1 freshtweets,9.642779346924708e+17,35.6729639,-79.03929190000001,,United States of America,North Carolina,NC,Police Reform,0.5411621332168579,Neutral
1.3190017640798003e+18,portland commissioner eudaly and hardesty want to cut portlandpolice by 18 million oregon portlandprotests portlandriots portland pdx tedwheeler sarahiannarone blm orpol protests trump biden,305318642.0,45.5202471,-122.6741949,Portland,United States of America,Oregon,OR,Police Reform,0.8595568537712097,Weakly Opposes
1.319092290938413e+18,media hates when this happens i talk a little about this in my last podcast ac police save a man the media wants to divide us tbyv 20 republican democrat election2020 trump biden onenationundergod,367447952.0,40.8014826,-75.61018680000001,,United States of America,Pennsylvania,PA,Police Reform,0.4766038656234741,Neutral
1.3191264777792266e+18,eudaly and hardesty vow to cut portlandpolice by 18 million oregon portlandprotests portlandriots portland pdx tedwheeler sarahiannarone blm orpol protests trump biden,305318642.0,45.5202471,-122.6741949,Portland,United States of America,Oregon,OR,Police Reform,0.7853485941886902,Weakly Supports
1.3191883952691732e+18,jubrilelsudani nigerianpresident imposter bodydouble buharimustgo tinubu jidesanwolu lekkitollgate lagos massacre endsars endpolicebrutality endbadgovernance endcorruption peacefulprotest donaldtrump freedom blacklivesmatte cnn bbc aljazeera africa,153149252.0,32.7762719,-96.7968559,Dallas,United States of America,Texas,TX,Police Reform,0.455840528011322,Neutral
1.3192499532655163e+18,sympathy for the liberal 3 all the police defunders and the police dismantlers will certainly vote for can you guess his name he would be pleased to meet them and introduce himself then take their votes thats the nature of your game trump biden election,7.264150795168522e+17,28.6122187,-80.8075538,,United States of America,Florida,FL,Police Reform,0.6922646760940552,Weakly Supports
1.3192659841469317e+18,trumpsters are ice cold white supremacys gotta go no more caged babies stop police brutality violent white boys burn down our cities trump let covid kill everyone gotta vote him out hes so shtty voteearly bidenharris2020 votebluetoendthisnightmare,3091349857.0,47.6038321,-122.3300624,Seattle,United States of America,Washington,WA,Police Reform,0.5684606432914734,Neutral
1.3192936343998833e+18,our nypd whos 2 biggest unions endorse trump 4 prez expected to keep the peace on nyc election day reformpolice divestcopunions via,91605123.0,40.5834557,-74.14960479999999,New York,United States of America,New York,NY,Police Reform,0.8341106176376343,Neutral
1.3193236039770683e+18,this is a wonderful read lets go america we can do this if we do it together joebidenleadus americasgreatestmistake trump voteouttrump autismmom blacklivesmatter policereform policebrutalitymustend bidenharris2020,1.2667125615186207e+18,39.5162234,-76.9382069,,United States of America,Maryland,MD,Police Reform,0.6884860396385193,Strongly Supports
1.3193528301891707e+18,atw town hall trump admits systematic racism in policing covers other election topics townhall donaldtrump 2020election,20605323.0,40.1948848,-92.5833939,,United States of America,Missouri,MO,Police Reform,0.5732774138450623,Weakly Supports
1.3193578892454912e+18,trump and his dementors keep banging on about the democrats defundingthepolice is it in their manifesto show me evidence or just shut the fk up,8.609863372892774e+17,34.2331373,-102.4107493,,United States of America,Texas,TX,Police Reform,0.5147132277488708,Neutral
1.3193641493533696e+18,hardesty and eudaly want 18million cuts out of portlandpolice oregon portlandprotests portlandriots portland pdx tedwheeler sarahiannarone blm orpol protests trump biden,305318642.0,45.5202471,-122.6741949,Portland,United States of America,Oregon,OR,Police Reform,0.664381206035614,Weakly Supports
1.319375410996646e+18,big tech the media the american communist party hollywood china iran the k amp richard spencer neonazi endorse mr biden law enforcement mr trump think i know which way i will vote election2020 trump,37484055.0,38.3565773,-121.9877444,Vacaville,United States of America,California,CA,Police Reform,0.427412211894989,Weakly Supports
1.319382780996948e+18,trump appointed director christopher wray to a tenyear term he is serving with integritycalling them like he seems them now trump wants to fire him bc he wont politicize the federal law enforcement rt if you agree christopherwrayisheretostay,162069635.0,35.1490215,-90.0516285,Memphis,United States of America,Tennessee,TN,Police Reform,0.4372265338897705,Weakly Opposes
1.3194467514980762e+18,7 corporate capitalist and both failed usa with covid19 trumps solution is racism debates2020 vote for potus vp ecosocialism m4a gnd ubi defundpolice defundwar greentwitter,117465176.0,40.0757384,-74.4041622,,United States of America,New Jersey,NJ,Police Reform,0.4143555164337158,Neutral
1.3194595860264714e+18,if joebiden is so worried about first responders then why do the democrats want to defund the police debates2020 trump,145501027.0,31.549333,-97.1466695,Waco,United States of America,Texas,TX,Police Reform,0.8528896570205688,Weakly Supports
1.3194613160929403e+18,joe i do that out of respect for the police not in fear debates2020 presidentialdebate2020 biden trump,340860932.0,31.8160381,-99.5120986,,United States of America,Texas,TX,Police Reform,0.4033647179603576,Neutral
1.319461793748734e+18,i bet trump thinks the talk is about the birds and the bees not about how to deal with the police if you are a poc that being said both are rich white guys so neither of them have a clue what poc go through with the police debates2020,19607680.0,45.5202471,-122.6741949,Portland,United States of America,Oregon,OR,Police Reform,0.7572574019432068,Weakly Supports
1.319464136665895e+18,while donaldtrump amp joebiden are talking about police reform amp who has done more for the african american community i would like to remind people that i am the only candidate in election2020 whose platform includes abolishing slavery debates2020 presidentialdebate2020,28926581.0,38.8949924,-77.0365581,Washington,United States of America,District of Columbia,DC,Police Reform,0.8537610173225403,Neutral
1.319466072085418e+18,pdx commissioners eudaly and hardesty demand 18 million in portlandpolice cuts oregon portlandprotests portlandriots portland pdx tedwheeler sarahiannarone blm orpol protests trump biden,305318642.0,45.5202471,-122.6741949,Portland,United States of America,Oregon,OR,Police Reform,0.7510467767715454,Neutral
1.3194731416100004e+18,trump is desperate and btw he currently supports stopandfrisk does not,45004823.0,34.0536909,-118.242766,Los Angeles,United States of America,California,CA,Police Reform,0.4426246285438537,Weakly Supports
1.3194771166317363e+18,americangameofthrones darkwinteriscoming joebiden donaldtrump ronaldmcdonaldducktrump covid19 racialequality racialinjustice policereform blm policebrutality immigrationreform presidentgiantdouchevsturdsandwich2020 southparkseason24 debates2020,70473906.0,38.8949924,-77.0365581,Washington,United States of America,District of Columbia,DC,Police Reform,0.5997740030288696,Neutral
1.3194772102862725e+18,americangameofthrones darkwinteriscoming joebiden donaldtrump ronaldmcdonaldducktrump covid19 racialequality racialinjustice policereform blm policebrutality immigrationreform presidentgiantdouchevsturdsandwich2020 southparkseason24 debates2020,70473906.0,38.8949924,-77.0365581,Washington,United States of America,District of Columbia,DC,Police Reform,0.5997740030288696,Neutral
1.319479744690344e+18,americangameofthrones darkwinteriscoming joebiden donaldtrump ronaldmcdonaldducktrump covid19 racialequality racialinjustice policereform blm policebrutality immigrationreform presidentgiantdouchevsturdsandwich2020 southparkseason24 debates2020,70473906.0,38.8949924,-77.0365581,Washington,United States of America,District of Columbia,DC,Police Reform,0.5997740030288696,Neutral
1.3194826251705098e+18,americangameofthrones darkwinteriscoming joebiden donaldtrump ronaldmcdonaldducktrump covid19 racialequality racialinjustice policereform blm policebrutality immigrationreform presidentgiantdouchevsturdsandwich2020 southparkseason24 debates2020,70473906.0,38.8949924,-77.0365581,Washington,United States of America,District of Columbia,DC,Police Reform,0.599774181842804,Neutral
1.3194913281079706e+18,i put my hands on the wheel when i get pulled over by police so they dont think im reaching for a gun doesnt everybody shouldnt everybody stop pandering joebiden u dont love africanamericans u just need their vote debates2020 debatetonight election2020 trump,1330532467.0,36.7014631,-118.7559974,,United States of America,California,CA,Police Reform,0.4921018779277801,Neutral
1.3194919332958577e+18,americangameofthrones darkwinteriscoming joebiden donaldtrump ronaldmcdonaldducktrump covid19 racialequality racialinjustice policereform blm policebrutality immigrationreform presidentgiantdouchevsturdsandwich2020 southparkseason24 debates2020,70473906.0,38.8949924,-77.0365581,Washington,United States of America,District of Columbia,DC,Police Reform,0.5997740030288696,Neutral
1.3194921361030062e+18,americangameofthrones darkwinteriscoming joebiden donaldtrump ronaldmcdonaldducktrump covid19 racialequality racialinjustice policereform blm policebrutality immigrationreform presidentgiantdouchevsturdsandwich2020 southparkseason24 debates2020,70473906.0,38.8949924,-77.0365581,Washington,United States of America,District of Columbia,DC,Police Reform,0.5997740030288696,Neutral
1.3195479505577656e+18,trump keeps lying about providing adequate ppe its no wonder that covid19 isnt going away like the president keeps pretending it is,121901360.0,34.9550817,-97.2684063,,United States of America,Oklahoma,OK,Police Reform,0.4366072118282318,Neutral
1.319607623268946e+18,good report on policereform but police leaders can start by not standing behind for photo ops do policechiefs get photo ops with the proudboys too i think not and standing with trump is the same damn thing,842434518.0,40.4631789,-88.8196613,,United States of America,Illinois,IL,Police Reform,0.9119585156440736,Strongly Supports
1.3196381485661594e+18,sympathy for the liberal 3 all the police defunders and the police dismantlers will certainly vote for can you guess his name he would be pleased to meet them and introduce himself then take their votes thats the nature of your game trump biden election,7.264150795168522e+17,28.6122187,-80.8075538,,United States of America,Florida,FL,Police Reform,0.6922646760940552,Weakly Supports
1.3196580627231416e+18,end massincarceration mandatoryminimums selectiveenforcement discriminatoryarrests chokeholds noknockwarrants policebrutality policebuildup fridaymotivation for we liked protectandserve much better america terrorized by trump led cop army,281041461.0,37.1232245,-78.4927721,,United States of America,Virginia,VA,Police Reform,0.4567140340805053,Strongly Supports
1.319666046001926e+18,estas elecciones se tratan de estrategias se vota pa sacar a trump y se vota pa sacar a el pnp ppd se vota por un cambio,151624226.0,30.2711286,-97.7436995,Austin,United States of America,Texas,TX,Police Reform,0.5131212472915649,Neutral
1.319747216982983e+18,if youre against the blacklivesmatter movement you are against black lives trump again trashed blm pointing out negative things while continuing to overlook policebrutality and trump says hes done more for the blacks he hates them its in his words trumpisracist,8.975333883069522e+17,38.8949924,-77.0365581,Washington,United States of America,District of Columbia,DC,Police Reform,0.4552468657493591,Weakly Supports
1.3197726125709312e+18,trump defunding the police before it was even popular 750,9.851897800392172e+17,43.6166163,-116.200886,Boise,United States of America,Idaho,ID,Police Reform,0.5263996124267578,Strongly Opposes
1.3198808230137324e+18,this is exactly why i support a pac dedicated to restoring our democracy by removing trump and all his enablers most dems have more in common with the lincolnproject founders than wethey might think there will be time to work out policy differences later,38282048.0,42.3602534,-71.0582912,Boston,United States of America,Massachusetts,MA,Police Reform,0.4427078366279602,Neutral
1.3198824771802317e+18,one example of many why our police system need serious work blm biden2020 trump policereform,630553276.0,40.2253569,-82.6881395,,United States of America,Ohio,OH,Police Reform,0.9568212032318116,Strongly Opposes
1.3198902989866555e+18,obamabiden tried to end private prisons amp reform policing then trump reversed the orders at least own your president and his record these lies are easily refuted gopbetrayedamerica trumpmeltdown votehimout,19008298.0,34.0536909,-118.242766,Los Angeles,United States of America,California,CA,Police Reform,0.6169118285179138,Weakly Supports
1.319978774813868e+18,the fact trump blindly supports police wo acknowledging need for more humane modern practices puts both victim and perpetrators in harm had trump spoken up in time in charlottesville kenosha he would have saved lives of both victims and perpetrators bidenharris2020,208607949.0,42.3788774,-72.03236600000001,,United States of America,Massachusetts,MA,Police Reform,0.6428736448287964,Weakly Supports
1.3199908718997545e+18,sympathy for the liberal 3 all the police defunders and the police dismantlers will certainly vote for can you guess his name he would be pleased to meet them and introduce himself then take their votes thats the nature of your game trump biden election,7.264150795168522e+17,28.6122187,-80.8075538,,United States of America,Florida,FL,Police Reform,0.6922646760940552,Weakly Supports
1.3200089784835482e+18,they are all backing off their defund police cry simply because every law enforcement dept in country has endorsed trump if socialists in party advocated home confiscations from caucasians they would be all in on that too walkawayfromdemocratsforever,7.015298788317512e+17,34.0159398,-118.111975,,United States of America,California,CA,Police Reform,0.4352569580078125,Weakly Supports
1.3201676190732452e+18,the american flag back to work amp law enforcement have become republican symbols whats going on with the democratic party that its symbols are blm antifa antilaw enforcement defund police socialism riots cancel culture murder amp mayhem soros amp antireligion trump,1.252348532138246e+18,36.7014631,-118.7559974,,United States of America,California,CA,Police Reform,0.4715232849121094,Neutral
1.320322609511342e+18,sympathy for the liberal 3 all the police defunders and the police dismantlers will certainly vote for can you guess his name he would be pleased to meet them and introduce himself then take their votes thats the nature of your game trump biden election,7.264150795168522e+17,28.6122187,-80.8075538,,United States of America,Florida,FL,Police Reform,0.6922646760940552,Weakly Supports
